站点编号,站点名称,平面坐标系x,平面坐标系y,起始时间,结束时间,降雨量
F1070,汽车北站,451111.338,2909265.369,2018/3/18 2:20:00,2018/3/18 2:30:00,0
F1070,汽车北站,451112.338,2909266.369,2018/3/18 2:30:00,2018/3/18 2:40:00,0
F1070,汽车北站,451113.338,2909267.369,2018/3/18 2:40:00,2018/3/18 2:50:00,0
F1070,汽车北站,451114.338,2909268.369,2018/3/18 2:50:00,2018/3/18 3:00:00,0
F1070,汽车北站,451115.338,2909269.369,2018/3/18 3:00:00,2018/3/18 3:10:00,0
F1070,汽车北站,451116.338,2909270.369,2018/3/18 3:10:00,2018/3/18 3:20:00,0
F1070,汽车北站,451117.338,2909271.369,2018/3/18 3:20:00,2018/3/18 3:30:00,0
F1070,汽车北站,451118.338,2909272.369,2018/3/18 3:30:00,2018/3/18 3:40:00,0
F1070,汽车北站,451119.338,2909273.369,2018/3/18 3:40:00,2018/3/18 3:50:00,0
F1070,汽车北站,451120.338,2909274.369,2018/3/18 3:50:00,2018/3/18 4:00:00,0
F1070,汽车北站,451121.338,2909275.369,2018/3/18 4:00:00,2018/3/18 4:10:00,0
F1070,汽车北站,451122.338,2909276.369,2018/3/18 4:10:00,2018/3/18 4:20:00,0
F1070,汽车北站,451123.338,2909277.369,2018/3/18 4:20:00,2018/3/18 4:30:00,0
F1070,汽车北站,451124.338,2909278.369,2018/3/18 4:30:00,2018/3/18 4:40:00,0
F1070,汽车北站,451125.338,2909279.369,2018/3/18 4:40:00,2018/3/18 4:50:00,0
F1070,汽车北站,451126.338,2909280.369,2018/3/18 4:50:00,2018/3/18 5:00:00,0
F1070,汽车北站,451127.338,2909281.369,2018/3/18 5:00:00,2018/3/18 5:10:00,0
F1070,汽车北站,451128.338,2909282.369,2018/3/18 5:10:00,2018/3/18 5:20:00,0
F1070,汽车北站,451129.338,2909283.369,2018/3/18 5:20:00,2018/3/18 5:30:00,0
F1070,汽车北站,451130.338,2909284.369,2018/3/18 5:30:00,2018/3/18 5:40:00,0
F1070,汽车北站,451131.338,2909285.369,2018/3/18 5:40:00,2018/3/18 5:50:00,0
F1070,汽车北站,451132.338,2909286.369,2018/3/18 5:50:00,2018/3/18 6:00:00,0
F1070,汽车北站,451133.338,2909287.369,2018/3/18 6:00:00,2018/3/18 6:10:00,0
F1070,汽车北站,451134.338,2909288.369,2018/3/18 6:10:00,2018/3/18 6:20:00,0
F1070,汽车北站,451135.338,2909289.369,2018/3/18 6:20:00,2018/3/18 6:30:00,0
F1070,汽车北站,451136.338,2909290.369,2018/3/18 6:30:00,2018/3/18 6:40:00,0
F1070,汽车北站,451137.338,2909291.369,2018/3/18 6:40:00,2018/3/18 6:50:00,0
F1070,汽车北站,451138.338,2909292.369,2018/3/18 6:50:00,2018/3/18 7:00:00,0
F1070,汽车北站,451139.338,2909293.369,2018/3/18 7:00:00,2018/3/18 7:10:00,0
F1070,汽车北站,451140.338,2909294.369,2018/3/18 7:10:00,2018/3/18 7:20:00,0
F1070,汽车北站,451141.338,2909295.369,2018/3/18 7:20:00,2018/3/18 7:30:00,0
F1070,汽车北站,451142.338,2909296.369,2018/3/18 7:30:00,2018/3/18 7:40:00,0
F1070,汽车北站,451143.338,2909297.369,2018/3/18 7:40:00,2018/3/18 7:50:00,0
F1070,汽车北站,451144.338,2909298.369,2018/3/18 7:50:00,2018/3/18 8:00:00,0
F1070,汽车北站,451145.338,2909299.369,2018/3/18 8:00:00,2018/3/18 8:10:00,0
F1070,汽车北站,451146.338,2909300.369,2018/3/18 8:10:00,2018/3/18 8:20:00,0
F1070,汽车北站,451147.338,2909301.369,2018/3/18 8:20:00,2018/3/18 8:30:00,0
F1070,汽车北站,451148.338,2909302.369,2018/3/18 8:30:00,2018/3/18 8:40:00,0
F1070,汽车北站,451149.338,2909303.369,2018/3/18 8:40:00,2018/3/18 8:50:00,0
F1070,汽车北站,451150.338,2909304.369,2018/3/18 8:50:00,2018/3/18 9:00:00,0
F1070,汽车北站,451151.338,2909305.369,2018/3/18 9:00:00,2018/3/18 9:10:00,0
F1070,汽车北站,451152.338,2909306.369,2018/3/18 9:10:00,2018/3/18 9:20:00,0
F1070,汽车北站,451153.338,2909307.369,2018/3/18 9:20:00,2018/3/18 9:30:00,0
F1070,汽车北站,451154.338,2909308.369,2018/3/18 9:30:00,2018/3/18 9:40:00,0
F1070,汽车北站,451155.338,2909309.369,2018/3/18 9:40:00,2018/3/18 9:50:00,0
F1070,汽车北站,451156.338,2909310.369,2018/3/18 9:50:00,2018/3/18 10:00:00,0
F1070,汽车北站,451157.338,2909311.369,2018/3/18 10:00:00,2018/3/18 10:10:00,0
F1070,汽车北站,451158.338,2909312.369,2018/3/18 10:10:00,2018/3/18 10:20:00,0
F1070,汽车北站,451159.338,2909313.369,2018/3/18 10:20:00,2018/3/18 10:30:00,0
F1070,汽车北站,451160.338,2909314.369,2018/3/18 10:30:00,2018/3/18 10:40:00,0
F1070,汽车北站,451161.338,2909315.369,2018/3/18 10:40:00,2018/3/18 10:50:00,0
F1070,汽车北站,451162.338,2909316.369,2018/3/18 10:50:00,2018/3/18 11:00:00,0
F1070,汽车北站,451163.338,2909317.369,2018/3/18 11:00:00,2018/3/18 11:10:00,0
F1070,汽车北站,451164.338,2909318.369,2018/3/18 11:10:00,2018/3/18 11:20:00,0
F1070,汽车北站,451165.338,2909319.369,2018/3/18 11:20:00,2018/3/18 11:30:00,0
F1070,汽车北站,451166.338,2909320.369,2018/3/18 11:30:00,2018/3/18 11:40:00,0
F1070,汽车北站,451167.338,2909321.369,2018/3/18 11:40:00,2018/3/18 11:50:00,0
F1070,汽车北站,451168.338,2909322.369,2018/3/18 11:50:00,2018/3/18 12:00:00,0
F1070,汽车北站,451169.338,2909323.369,2018/3/18 12:00:00,2018/3/18 12:10:00,0
F1070,汽车北站,451170.338,2909324.369,2018/3/18 12:10:00,2018/3/18 12:20:00,0
F1070,汽车北站,451171.338,2909325.369,2018/3/18 12:20:00,2018/3/18 12:30:00,0
F1070,汽车北站,451172.338,2909326.369,2018/3/18 12:30:00,2018/3/18 12:40:00,0
F1070,汽车北站,451173.338,2909327.369,2018/3/18 12:40:00,2018/3/18 12:50:00,0
F1070,汽车北站,451174.338,2909328.369,2018/3/18 12:50:00,2018/3/18 13:00:00,0
F1070,汽车北站,451175.338,2909329.369,2018/3/18 13:00:00,2018/3/18 13:10:00,0
F1070,汽车北站,451176.338,2909330.369,2018/3/18 13:10:00,2018/3/18 13:20:00,0
F1070,汽车北站,451177.338,2909331.369,2018/3/18 13:20:00,2018/3/18 13:30:00,0
F1070,汽车北站,451178.338,2909332.369,2018/3/18 13:30:00,2018/3/18 13:40:00,0
F1070,汽车北站,451179.338,2909333.369,2018/3/18 13:40:00,2018/3/18 13:50:00,0
F1070,汽车北站,451180.338,2909334.369,2018/3/18 13:50:00,2018/3/18 14:00:00,0
F1070,汽车北站,451181.338,2909335.369,2018/3/18 14:00:00,2018/3/18 14:10:00,0
F1070,汽车北站,451182.338,2909336.369,2018/3/18 14:10:00,2018/3/18 14:20:00,0
F1070,汽车北站,451183.338,2909337.369,2018/3/18 14:20:00,2018/3/18 14:30:00,0
F1070,汽车北站,451184.338,2909338.369,2018/3/18 14:30:00,2018/3/18 14:40:00,0
F1070,汽车北站,451185.338,2909339.369,2018/3/18 14:40:00,2018/3/18 14:50:00,0
F1070,汽车北站,451186.338,2909340.369,2018/3/18 14:50:00,2018/3/18 15:00:00,0
F1070,汽车北站,451187.338,2909341.369,2018/3/18 15:00:00,2018/3/18 15:10:00,0
F1070,汽车北站,451188.338,2909342.369,2018/3/18 15:10:00,2018/3/18 15:20:00,0
F1070,汽车北站,451189.338,2909343.369,2018/3/18 15:20:00,2018/3/18 15:30:00,0
F1070,汽车北站,451190.338,2909344.369,2018/3/18 15:30:00,2018/3/18 15:40:00,0
F1070,汽车北站,451191.338,2909345.369,2018/3/18 15:40:00,2018/3/18 15:50:00,0
F1070,汽车北站,451192.338,2909346.369,2018/3/18 15:50:00,2018/3/18 16:00:00,0
F1070,汽车北站,451193.338,2909347.369,2018/3/18 16:00:00,2018/3/18 16:10:00,0
F1070,汽车北站,451194.338,2909348.369,2018/3/18 16:10:00,2018/3/18 16:20:00,0
F1070,汽车北站,451195.338,2909349.369,2018/3/18 16:20:00,2018/3/18 16:30:00,0
F1070,汽车北站,451196.338,2909350.369,2018/3/18 16:30:00,2018/3/18 16:40:00,0
F1070,汽车北站,451197.338,2909351.369,2018/3/18 16:40:00,2018/3/18 16:50:00,0
F1070,汽车北站,451198.338,2909352.369,2018/3/18 16:50:00,2018/3/18 17:00:00,0
F1070,汽车北站,451199.338,2909353.369,2018/3/18 17:00:00,2018/3/18 17:10:00,0
F1070,汽车北站,451200.338,2909354.369,2018/3/18 17:10:00,2018/3/18 17:20:00,0
F1070,汽车北站,451201.338,2909355.369,2018/3/18 17:20:00,2018/3/18 17:30:00,0
F1070,汽车北站,451202.338,2909356.369,2018/3/18 17:30:00,2018/3/18 17:40:00,0
F1070,汽车北站,451203.338,2909357.369,2018/3/18 17:40:00,2018/3/18 17:50:00,0
F1070,汽车北站,451204.338,2909358.369,2018/3/18 17:50:00,2018/3/18 18:00:00,0
F1070,汽车北站,451205.338,2909359.369,2018/3/18 18:00:00,2018/3/18 18:10:00,0
F1070,汽车北站,451206.338,2909360.369,2018/3/18 18:10:00,2018/3/18 18:20:00,0
F1070,汽车北站,451207.338,2909361.369,2018/3/18 18:20:00,2018/3/18 18:30:00,0
F1070,汽车北站,451208.338,2909362.369,2018/3/18 18:30:00,2018/3/18 18:40:00,0
F1070,汽车北站,451209.338,2909363.369,2018/3/18 18:40:00,2018/3/18 18:50:00,0
F1070,汽车北站,451210.338,2909364.369,2018/3/18 18:50:00,2018/3/18 19:00:00,0
F1070,汽车北站,451211.338,2909365.369,2018/3/18 19:00:00,2018/3/18 19:10:00,0
F1070,汽车北站,451212.338,2909366.369,2018/3/18 19:10:00,2018/3/18 19:20:00,0
F1070,汽车北站,451213.338,2909367.369,2018/3/18 19:20:00,2018/3/18 19:30:00,0
F1070,汽车北站,451214.338,2909368.369,2018/3/18 19:30:00,2018/3/18 19:40:00,0
F1070,汽车北站,451215.338,2909369.369,2018/3/18 19:40:00,2018/3/18 19:50:00,0
F1070,汽车北站,451216.338,2909370.369,2018/3/18 19:50:00,2018/3/18 20:00:00,0
F1070,汽车北站,451217.338,2909371.369,2018/3/18 20:00:00,2018/3/18 20:10:00,0
F1070,汽车北站,451218.338,2909372.369,2018/3/18 20:10:00,2018/3/18 20:20:00,0
F1070,汽车北站,451219.338,2909373.369,2018/3/18 20:20:00,2018/3/18 20:30:00,0
F1070,汽车北站,451220.338,2909374.369,2018/3/18 20:30:00,2018/3/18 20:40:00,0
F1070,汽车北站,451221.338,2909375.369,2018/3/18 20:40:00,2018/3/18 20:50:00,0
F1070,汽车北站,451222.338,2909376.369,2018/3/18 20:50:00,2018/3/18 21:00:00,0
F1070,汽车北站,451223.338,2909377.369,2018/3/18 21:00:00,2018/3/18 21:10:00,0
F1070,汽车北站,451224.338,2909378.369,2018/3/18 21:10:00,2018/3/18 21:20:00,0
F1070,汽车北站,451225.338,2909379.369,2018/3/18 21:20:00,2018/3/18 21:30:00,0
F1070,汽车北站,451226.338,2909380.369,2018/3/18 21:30:00,2018/3/18 21:40:00,0
F1070,汽车北站,451227.338,2909381.369,2018/3/18 21:40:00,2018/3/18 21:50:00,0
F1070,汽车北站,451228.338,2909382.369,2018/3/18 21:50:00,2018/3/18 22:00:00,0
F1070,汽车北站,451229.338,2909383.369,2018/3/18 22:00:00,2018/3/18 22:10:00,0
F1070,汽车北站,451230.338,2909384.369,2018/3/18 22:10:00,2018/3/18 22:20:00,0
F1070,汽车北站,451231.338,2909385.369,2018/3/18 22:20:00,2018/3/18 22:30:00,0
F1070,汽车北站,451232.338,2909386.369,2018/3/18 22:30:00,2018/3/18 22:40:00,0
F1070,汽车北站,451233.338,2909387.369,2018/3/18 22:40:00,2018/3/18 22:50:00,0
F1070,汽车北站,451234.338,2909388.369,2018/3/18 22:50:00,2018/3/18 23:00:00,0
F1070,汽车北站,451235.338,2909389.369,2018/3/18 23:00:00,2018/3/18 23:10:00,0
F1070,汽车北站,451236.338,2909390.369,2018/3/18 23:10:00,2018/3/18 23:20:00,0
F1070,汽车北站,451237.338,2909391.369,2018/3/18 23:20:00,2018/3/18 23:30:00,0
F1070,汽车北站,451238.338,2909392.369,2018/3/18 23:30:00,2018/3/18 23:40:00,0
F1070,汽车北站,451239.338,2909393.369,2018/3/18 23:40:00,2018/3/18 23:50:00,0
F1070,汽车北站,451240.338,2909394.369,2018/3/18 23:50:00,2018/3/19 0:00:00,0
F1070,汽车北站,451241.338,2909395.369,2018/3/19 0:00:00,2018/3/19 0:10:00,0
F1070,汽车北站,451242.338,2909396.369,2018/3/19 0:10:00,2018/3/19 0:20:00,0
F1070,汽车北站,451243.338,2909397.369,2018/3/19 0:20:00,2018/3/19 0:30:00,0
F1070,汽车北站,451244.338,2909398.369,2018/3/19 0:30:00,2018/3/19 0:40:00,0
F1070,汽车北站,451245.338,2909399.369,2018/3/19 0:40:00,2018/3/19 0:50:00,0
F1070,汽车北站,451246.338,2909400.369,2018/3/19 0:50:00,2018/3/19 1:00:00,0
F1070,汽车北站,451247.338,2909401.369,2018/3/19 1:00:00,2018/3/19 1:10:00,0
F1070,汽车北站,451248.338,2909402.369,2018/3/19 1:10:00,2018/3/19 1:20:00,0
F1070,汽车北站,451249.338,2909403.369,2018/3/19 1:20:00,2018/3/19 1:30:00,0
F1070,汽车北站,451250.338,2909404.369,2018/3/19 1:30:00,2018/3/19 1:40:00,0
F1070,汽车北站,451251.338,2909405.369,2018/3/19 1:40:00,2018/3/19 1:50:00,0
F1070,汽车北站,451252.338,2909406.369,2018/3/19 1:50:00,2018/3/19 2:00:00,0
F1070,汽车北站,451253.338,2909407.369,2018/3/19 2:00:00,2018/3/19 2:10:00,0
F1070,汽车北站,451254.338,2909408.369,2018/3/19 2:10:00,2018/3/19 2:20:00,0
F1070,汽车北站,451255.338,2909409.369,2018/3/19 2:20:00,2018/3/19 2:30:00,0
F1070,汽车北站,451256.338,2909410.369,2018/3/19 2:30:00,2018/3/19 2:40:00,0
F1070,汽车北站,451257.338,2909411.369,2018/3/19 2:40:00,2018/3/19 2:50:00,0
F1070,汽车北站,451258.338,2909412.369,2018/3/19 2:50:00,2018/3/19 3:00:00,0
F1070,汽车北站,451259.338,2909413.369,2018/3/19 3:00:00,2018/3/19 3:10:00,0
F1070,汽车北站,451260.338,2909414.369,2018/3/19 3:10:00,2018/3/19 3:20:00,0
F1070,汽车北站,451261.338,2909415.369,2018/3/19 3:20:00,2018/3/19 3:30:00,0
F1070,汽车北站,451262.338,2909416.369,2018/3/19 3:30:00,2018/3/19 3:40:00,0
F1070,汽车北站,451263.338,2909417.369,2018/3/19 3:40:00,2018/3/19 3:50:00,0.6
F1070,汽车北站,451264.338,2909418.369,2018/3/19 3:50:00,2018/3/19 4:00:00,0
F1070,汽车北站,451265.338,2909419.369,2018/3/19 4:00:00,2018/3/19 4:10:00,0.1
F1070,汽车北站,451266.338,2909420.369,2018/3/19 4:10:00,2018/3/19 4:20:00,0
F1070,汽车北站,451267.338,2909421.369,2018/3/19 4:20:00,2018/3/19 4:30:00,0
F1070,汽车北站,451268.338,2909422.369,2018/3/19 4:30:00,2018/3/19 4:40:00,0
F1070,汽车北站,451269.338,2909423.369,2018/3/19 4:40:00,2018/3/19 4:50:00,0
F1070,汽车北站,451270.338,2909424.369,2018/3/19 4:50:00,2018/3/19 5:00:00,0
F1070,汽车北站,451271.338,2909425.369,2018/3/19 5:00:00,2018/3/19 5:10:00,0
F1070,汽车北站,451272.338,2909426.369,2018/3/19 5:10:00,2018/3/19 5:20:00,0
F1070,汽车北站,451273.338,2909427.369,2018/3/19 5:20:00,2018/3/19 5:30:00,0
F1070,汽车北站,451274.338,2909428.369,2018/3/19 5:30:00,2018/3/19 5:40:00,0
F1070,汽车北站,451275.338,2909429.369,2018/3/19 5:40:00,2018/3/19 5:50:00,0
F1070,汽车北站,451276.338,2909430.369,2018/3/19 5:50:00,2018/3/19 6:00:00,0
F1070,汽车北站,451277.338,2909431.369,2018/3/19 6:00:00,2018/3/19 6:10:00,0
F1070,汽车北站,451278.338,2909432.369,2018/3/19 6:10:00,2018/3/19 6:20:00,0
F1070,汽车北站,451279.338,2909433.369,2018/3/19 6:20:00,2018/3/19 6:30:00,0
F1070,汽车北站,451280.338,2909434.369,2018/3/19 6:30:00,2018/3/19 6:40:00,0
F1070,汽车北站,451281.338,2909435.369,2018/3/19 6:40:00,2018/3/19 6:50:00,0
F1070,汽车北站,451282.338,2909436.369,2018/3/19 6:50:00,2018/3/19 7:00:00,0
F1070,汽车北站,451283.338,2909437.369,2018/3/19 7:00:00,2018/3/19 7:10:00,0
F1070,汽车北站,451284.338,2909438.369,2018/3/19 7:10:00,2018/3/19 7:20:00,0
F1070,汽车北站,451285.338,2909439.369,2018/3/19 7:20:00,2018/3/19 7:30:00,0
F1070,汽车北站,451286.338,2909440.369,2018/3/19 7:30:00,2018/3/19 7:40:00,0
F1070,汽车北站,451287.338,2909441.369,2018/3/19 7:40:00,2018/3/19 7:50:00,0
F1070,汽车北站,451288.338,2909442.369,2018/3/19 7:50:00,2018/3/19 8:00:00,0
F1070,汽车北站,451289.338,2909443.369,2018/3/19 8:00:00,2018/3/19 8:10:00,0
F1070,汽车北站,451290.338,2909444.369,2018/3/19 8:10:00,2018/3/19 8:20:00,0
F1070,汽车北站,451291.338,2909445.369,2018/3/19 8:20:00,2018/3/19 8:30:00,0
F1070,汽车北站,451292.338,2909446.369,2018/3/19 8:30:00,2018/3/19 8:40:00,0
F1070,汽车北站,451293.338,2909447.369,2018/3/19 8:40:00,2018/3/19 8:50:00,0
F1070,汽车北站,451294.338,2909448.369,2018/3/19 8:50:00,2018/3/19 9:00:00,0
F1070,汽车北站,451295.338,2909449.369,2018/3/19 9:00:00,2018/3/19 9:10:00,0
F1070,汽车北站,451296.338,2909450.369,2018/3/19 9:10:00,2018/3/19 9:20:00,0
F1070,汽车北站,451297.338,2909451.369,2018/3/19 9:20:00,2018/3/19 9:30:00,0
F1070,汽车北站,451298.338,2909452.369,2018/3/19 9:30:00,2018/3/19 9:40:00,0
F1070,汽车北站,451299.338,2909453.369,2018/3/19 9:40:00,2018/3/19 9:50:00,0
F1070,汽车北站,451300.338,2909454.369,2018/3/19 9:50:00,2018/3/19 10:00:00,0
F1070,汽车北站,451301.338,2909455.369,2018/3/19 10:00:00,2018/3/19 10:10:00,0
F1070,汽车北站,451302.338,2909456.369,2018/3/19 10:10:00,2018/3/19 10:20:00,0
F1070,汽车北站,451303.338,2909457.369,2018/3/19 10:20:00,2018/3/19 10:30:00,0
F1070,汽车北站,451304.338,2909458.369,2018/3/19 10:30:00,2018/3/19 10:40:00,0
F1070,汽车北站,451305.338,2909459.369,2018/3/19 10:40:00,2018/3/19 10:50:00,0
F1070,汽车北站,451306.338,2909460.369,2018/3/19 10:50:00,2018/3/19 11:00:00,0
F1070,汽车北站,451307.338,2909461.369,2018/3/19 11:00:00,2018/3/19 11:10:00,0
F1070,汽车北站,451308.338,2909462.369,2018/3/19 11:10:00,2018/3/19 11:20:00,0
F1070,汽车北站,451309.338,2909463.369,2018/3/19 11:20:00,2018/3/19 11:30:00,0
F1070,汽车北站,451310.338,2909464.369,2018/3/19 11:30:00,2018/3/19 11:40:00,0
F1070,汽车北站,451311.338,2909465.369,2018/3/19 11:40:00,2018/3/19 11:50:00,0
F1070,汽车北站,451312.338,2909466.369,2018/3/19 11:50:00,2018/3/19 12:00:00,0
F1070,汽车北站,451313.338,2909467.369,2018/3/19 12:00:00,2018/3/19 12:10:00,0
F1070,汽车北站,451314.338,2909468.369,2018/3/19 12:10:00,2018/3/19 12:20:00,0
F1070,汽车北站,451315.338,2909469.369,2018/3/19 12:20:00,2018/3/19 12:30:00,0
F1070,汽车北站,451316.338,2909470.369,2018/3/19 12:30:00,2018/3/19 12:40:00,0
F1070,汽车北站,451317.338,2909471.369,2018/3/19 12:40:00,2018/3/19 12:50:00,0
F1070,汽车北站,451318.338,2909472.369,2018/3/19 12:50:00,2018/3/19 13:00:00,0
F1070,汽车北站,451319.338,2909473.369,2018/3/19 13:00:00,2018/3/19 13:10:00,0
F1070,汽车北站,451320.338,2909474.369,2018/3/19 13:10:00,2018/3/19 13:20:00,0
F1070,汽车北站,451321.338,2909475.369,2018/3/19 13:20:00,2018/3/19 13:30:00,0
F1070,汽车北站,451322.338,2909476.369,2018/3/19 13:30:00,2018/3/19 13:40:00,0
F1070,汽车北站,451323.338,2909477.369,2018/3/19 13:40:00,2018/3/19 13:50:00,0
F1070,汽车北站,451324.338,2909478.369,2018/3/19 13:50:00,2018/3/19 14:00:00,0
F1070,汽车北站,451325.338,2909479.369,2018/3/19 14:00:00,2018/3/19 14:10:00,0
F1070,汽车北站,451326.338,2909480.369,2018/3/19 14:10:00,2018/3/19 14:20:00,0
F1070,汽车北站,451327.338,2909481.369,2018/3/19 14:20:00,2018/3/19 14:30:00,0
F1070,汽车北站,451328.338,2909482.369,2018/3/19 14:30:00,2018/3/19 14:40:00,0
F1070,汽车北站,451329.338,2909483.369,2018/3/19 14:40:00,2018/3/19 14:50:00,0
F1070,汽车北站,451330.338,2909484.369,2018/3/19 14:50:00,2018/3/19 15:00:00,0
F1070,汽车北站,451331.338,2909485.369,2018/3/19 15:00:00,2018/3/19 15:10:00,0
F1070,汽车北站,451332.338,2909486.369,2018/3/19 15:10:00,2018/3/19 15:20:00,0
F1070,汽车北站,451333.338,2909487.369,2018/3/19 15:20:00,2018/3/19 15:30:00,0
F1070,汽车北站,451334.338,2909488.369,2018/3/19 15:30:00,2018/3/19 15:40:00,0
F1070,汽车北站,451335.338,2909489.369,2018/3/19 15:40:00,2018/3/19 15:50:00,0
F1070,汽车北站,451336.338,2909490.369,2018/3/19 15:50:00,2018/3/19 16:00:00,0
F1070,汽车北站,451337.338,2909491.369,2018/3/19 16:00:00,2018/3/19 16:10:00,0
F1070,汽车北站,451338.338,2909492.369,2018/3/19 16:10:00,2018/3/19 16:20:00,0
F1070,汽车北站,451339.338,2909493.369,2018/3/19 16:20:00,2018/3/19 16:30:00,0
F1070,汽车北站,451340.338,2909494.369,2018/3/19 16:30:00,2018/3/19 16:40:00,0.4
F1070,汽车北站,451341.338,2909495.369,2018/3/19 16:40:00,2018/3/19 16:50:00,0.5
F1070,汽车北站,451342.338,2909496.369,2018/3/19 16:50:00,2018/3/19 17:00:00,0.4
F1070,汽车北站,451343.338,2909497.369,2018/3/19 17:00:00,2018/3/19 17:10:00,0.2
F1070,汽车北站,451344.338,2909498.369,2018/3/19 17:10:00,2018/3/19 17:20:00,0
F1070,汽车北站,451345.338,2909499.369,2018/3/19 17:20:00,2018/3/19 17:30:00,0
F1070,汽车北站,451346.338,2909500.369,2018/3/19 17:30:00,2018/3/19 17:40:00,0
F1070,汽车北站,451347.338,2909501.369,2018/3/19 17:40:00,2018/3/19 17:50:00,0
F1070,汽车北站,451348.338,2909502.369,2018/3/19 17:50:00,2018/3/19 18:00:00,0
F1070,汽车北站,451349.338,2909503.369,2018/3/19 18:00:00,2018/3/19 18:10:00,0
F1070,汽车北站,451350.338,2909504.369,2018/3/19 18:10:00,2018/3/19 18:20:00,0
F1070,汽车北站,451351.338,2909505.369,2018/3/19 18:20:00,2018/3/19 18:30:00,0
F1070,汽车北站,451352.338,2909506.369,2018/3/19 18:30:00,2018/3/19 18:40:00,0
F1070,汽车北站,451353.338,2909507.369,2018/3/19 18:40:00,2018/3/19 18:50:00,0
F1070,汽车北站,451354.338,2909508.369,2018/3/19 18:50:00,2018/3/19 19:00:00,0
F1070,汽车北站,451355.338,2909509.369,2018/3/19 19:00:00,2018/3/19 19:10:00,0
F1070,汽车北站,451356.338,2909510.369,2018/3/19 19:10:00,2018/3/19 19:20:00,0
F1070,汽车北站,451357.338,2909511.369,2018/3/19 19:20:00,2018/3/19 19:30:00,0
F1070,汽车北站,451358.338,2909512.369,2018/3/19 19:30:00,2018/3/19 19:40:00,0
F1070,汽车北站,451359.338,2909513.369,2018/3/19 19:40:00,2018/3/19 19:50:00,0
F1070,汽车北站,451360.338,2909514.369,2018/3/19 19:50:00,2018/3/19 20:00:00,0
F1070,汽车北站,451361.338,2909515.369,2018/3/19 20:00:00,2018/3/19 20:10:00,0
F1070,汽车北站,451362.338,2909516.369,2018/3/19 20:10:00,2018/3/19 20:20:00,0
F1070,汽车北站,451363.338,2909517.369,2018/3/19 20:20:00,2018/3/19 20:30:00,0
F1070,汽车北站,451364.338,2909518.369,2018/3/19 20:30:00,2018/3/19 20:40:00,0
F1070,汽车北站,451365.338,2909519.369,2018/3/19 20:40:00,2018/3/19 20:50:00,0
F1070,汽车北站,451366.338,2909520.369,2018/3/19 20:50:00,2018/3/19 21:00:00,0
F1070,汽车北站,451367.338,2909521.369,2018/3/19 21:00:00,2018/3/19 21:10:00,0.2
F1070,汽车北站,451368.338,2909522.369,2018/3/19 21:10:00,2018/3/19 21:20:00,0.5
F1070,汽车北站,451369.338,2909523.369,2018/3/19 21:20:00,2018/3/19 21:30:00,0.8
F1070,汽车北站,451370.338,2909524.369,2018/3/19 21:30:00,2018/3/19 21:40:00,0.4
F1070,汽车北站,451371.338,2909525.369,2018/3/19 21:40:00,2018/3/19 21:50:00,0.2
F1070,汽车北站,451372.338,2909526.369,2018/3/19 21:50:00,2018/3/19 22:00:00,0.3
F1070,汽车北站,451373.338,2909527.369,2018/3/19 22:00:00,2018/3/19 22:10:00,1
F1070,汽车北站,451374.338,2909528.369,2018/3/19 22:10:00,2018/3/19 22:20:00,0.7
F1070,汽车北站,451375.338,2909529.369,2018/3/19 22:20:00,2018/3/19 22:30:00,3
F1070,汽车北站,451376.338,2909530.369,2018/3/19 22:30:00,2018/3/19 22:40:00,0.4
F1070,汽车北站,451377.338,2909531.369,2018/3/19 22:40:00,2018/3/19 22:50:00,0.2
F1070,汽车北站,451378.338,2909532.369,2018/3/19 22:50:00,2018/3/19 23:00:00,0
F1070,汽车北站,451379.338,2909533.369,2018/3/19 23:00:00,2018/3/19 23:10:00,0
F1070,汽车北站,451380.338,2909534.369,2018/3/19 23:10:00,2018/3/19 23:20:00,0
F1070,汽车北站,451381.338,2909535.369,2018/3/19 23:20:00,2018/3/19 23:30:00,0
F1070,汽车北站,451382.338,2909536.369,2018/3/19 23:30:00,2018/3/19 23:40:00,0
F1070,汽车北站,451383.338,2909537.369,2018/3/19 23:40:00,2018/3/19 23:50:00,0
F1070,汽车北站,451384.338,2909538.369,2018/3/19 23:50:00,2018/3/20 0:00:00,0
F1070,汽车北站,451385.338,2909539.369,2018/3/20 0:00:00,2018/3/20 0:10:00,0
F1070,汽车北站,451386.338,2909540.369,2018/3/20 0:10:00,2018/3/20 0:20:00,0
F1070,汽车北站,451387.338,2909541.369,2018/3/20 0:20:00,2018/3/20 0:30:00,0
F1070,汽车北站,451388.338,2909542.369,2018/3/20 0:30:00,2018/3/20 0:40:00,0
F1070,汽车北站,451389.338,2909543.369,2018/3/20 0:40:00,2018/3/20 0:50:00,0
F1070,汽车北站,451390.338,2909544.369,2018/3/20 0:50:00,2018/3/20 1:00:00,0
F1070,汽车北站,451391.338,2909545.369,2018/3/20 1:00:00,2018/3/20 1:10:00,0
F1070,汽车北站,451392.338,2909546.369,2018/3/20 1:10:00,2018/3/20 1:20:00,0
F1070,汽车北站,451393.338,2909547.369,2018/3/20 1:20:00,2018/3/20 1:30:00,0.3
F1070,汽车北站,451394.338,2909548.369,2018/3/20 1:30:00,2018/3/20 1:40:00,0.5
